id,score
1,9.056246847149824
15,9.056246847149824
18,9.056246847149824
27,9.056246847149824
44,9.056246847149824
49,9.056246847149824
51,9.056246847149824
53,9.056246847149824
68,9.056246847149824
82,9.056246847149824
88,9.056246847149824
90,9.056246847149824
92,9.056246847149824
96,9.056246847149824
98,9.056246847149824
101,9.056246847149824
102,9.056246847149824
105,9.056246847149824
108,9.056246847149824
122,9.056246847149824
127,9.056246847149824
131,9.056246847149824
136,9.056246847149824
147,9.056246847149824
148,9.056246847149824
153,9.056246847149824
157,9.056246847149824
158,9.056246847149824
163,9.056246847149824
169,9.056246847149824
174,9.056246847149824
190,9.056246847149824
201,9.056246847149824
220,9.056246847149824
225,9.056246847149824
227,9.056246847149824
233,9.056246847149824
235,9.056246847149824
239,9.056246847149824
243,9.056246847149824
247,9.056246847149824
258,9.056246847149824
263,9.056246847149824
273,9.056246847149824
278,9.056246847149824
280,9.056246847149824
286,9.056246847149824
288,9.056246847149824
293,9.056246847149824
297,9.056246847149824
306,9.056246847149824
308,9.056246847149824
313,9.056246847149824
314,9.056246847149824
316,9.056246847149824
318,9.056246847149824
320,9.056246847149824
321,9.056246847149824
326,9.056246847149824
339,9.056246847149824
341,9.056246847149824
343,9.056246847149824
345,9.056246847149824
346,9.056246847149824
348,9.056246847149824
352,9.056246847149824
353,9.056246847149824
356,9.056246847149824
358,9.056246847149824
373,9.056246847149824
375,9.056246847149824
377,9.056246847149824
380,9.056246847149824
385,9.056246847149824
386,9.056246847149824
389,9.056246847149824
390,9.056246847149824
394,9.056246847149824
398,9.056246847149824
399,9.056246847149824
402,9.056246847149824
410,9.056246847149824
415,9.056246847149824
428,9.056246847149824
431,9.056246847149824
434,9.056246847149824
444,9.056246847149824
452,9.056246847149824
456,9.056246847149824
457,9.056246847149824
458,9.056246847149824
459,9.056246847149824
465,9.056246847149824
467,9.056246847149824
468,9.056246847149824
470,9.056246847149824
475,9.056246847149824
487,9.056246847149824
493,9.056246847149824
495,9.056246847149824
496,9.056246847149824
497,9.056246847149824
499,9.056246847149824
503,9.056246847149824
506,9.056246847149824
510,9.056246847149824
519,9.056246847149824
524,9.056246847149824
530,9.056246847149824
531,9.056246847149824
539,9.056246847149824
543,9.056246847149824
549,9.056246847149824
555,9.056246847149824
557,9.056246847149824
568,9.056246847149824
578,9.056246847149824
579,9.056246847149824
580,9.056246847149824
582,9.056246847149824
587,9.056246847149824
593,9.056246847149824
604,9.056246847149824
605,9.056246847149824
618,9.056246847149824
628,9.056246847149824
629,9.056246847149824
632,9.056246847149824
638,9.056246847149824
643,9.056246847149824
656,9.056246847149824
657,9.056246847149824
664,9.056246847149824
670,9.056246847149824
674,9.056246847149824
682,9.056246847149824
691,9.056246847149824
699,9.056246847149824
701,9.056246847149824
703,9.056246847149824
715,9.056246847149824
719,9.056246847149824
720,9.056246847149824
722,9.056246847149824
735,9.056246847149824
740,9.056246847149824
744,9.056246847149824
752,9.056246847149824
762,9.056246847149824
766,9.056246847149824
767,9.056246847149824
768,9.056246847149824
776,9.056246847149824
778,9.056246847149824
786,9.056246847149824
790,9.056246847149824
792,9.056246847149824
800,9.056246847149824
810,9.056246847149824
811,9.056246847149824
813,9.056246847149824
818,9.056246847149824
823,9.056246847149824
831,9.056246847149824
833,9.056246847149824
834,9.056246847149824
835,9.056246847149824
837,9.056246847149824
842,9.056246847149824
846,9.056246847149824
848,9.056246847149824
862,9.056246847149824
875,9.056246847149824
879,9.056246847149824
893,9.056246847149824
894,9.056246847149824
903,9.056246847149824
904,9.056246847149824
908,9.056246847149824
914,9.056246847149824
917,9.056246847149824
918,9.056246847149824
921,9.056246847149824
930,9.056246847149824
933,9.056246847149824
943,9.056246847149824
945,9.056246847149824
948,9.056246847149824
949,9.056246847149824
951,9.056246847149824
955,9.056246847149824
956,9.056246847149824
959,9.056246847149824
973,9.056246847149824
978,9.056246847149824
983,9.056246847149824
986,9.056246847149824
991,9.056246847149824
993,9.056246847149824
1000,9.056246847149824
1003,9.056246847149824
1004,9.056246847149824
1006,9.056246847149824
1009,9.056246847149824
1011,9.056246847149824
1012,9.056246847149824
1019,9.056246847149824
1020,9.056246847149824
1025,9.056246847149824
1028,9.056246847149824
1029,9.056246847149824
1032,9.056246847149824
1045,9.056246847149824
1049,9.056246847149824
1065,9.056246847149824
1073,9.056246847149824
1081,9.056246847149824
1084,9.056246847149824
1091,9.056246847149824
1094,9.056246847149824
1096,9.056246847149824
